,Price
14482,22266
14483,12544
14484,549
14485,784
14486,51432
14487,10976
14488,7840
14489,7213
14490,10976
14491,23207
14492,15677
14493,18189
14494,9408
14495,34811
14496,22266
14497,8781
14498,14454
14499,11422
14500,314
14501,19384
14502,784
14503,19736
14504,17158
14505,16894
14506,8467
14507,16543
14508,15681
14509,52687
14510,9095
14511,43655
14512,11290
14513,1098
14514,29793
14515,392
14516,10976
14517,24775
14518,16621
14519,7840
14520,25402
14521,39044
14522,20385
14523,57842
14524,39493
14525,6
14526,18983
14527,29950
14528,627
14529,11604
14530,84675
14531,54346
14532,784
14533,8624
14534,73034
14535,27463
14536,157
14537,47217
14538,5331
14539,11290
14540,27284
14541,549
14542,11290
14543,188
14544,15530
14545,16308
14546,10349
14547,22649
14548,7840
14549,14113
14550,15681
14551,20162
14552,13900
14553,17249
14554,2901
14555,1019
14556,19444
14557,11290
14558,14426
14559,27294
14560,5018
14561,5331
14562,392
14563,17562
14564,549
14565,8154
14566,15681
14567,13953
14568,22900
14569,10349
14570,22567
14571,45473
14572,7213
14573,25089
14574,19924
14575,6272
14576,627
14577,30734
14578,9408
14579,5645
14580,30107
14581,5802
14582,36065
14583,1254
14584,20209
14585,32929
14586,3058
14587,13172
14588,20382
14589,392
14590,7997
14591,9252
14592,18817
14593,23207
14594,46728
14595,188
14596,3763
14597,12544
14598,16621
14599,12074
14600,17249
14601,5018
14602,20385
14603,37633
14604,7683
14605,9700
14606,1490
14607,13799
14608,6000
14609,1019
14610,5175
14611,5645
14612,18189
14613,15681
14614,15681
14615,39593
14616,22567
14617,10820
14618,34607
14619,19757
14620,282
14621,14583
14622,314
14623,40142
14624,30596
14625,10349
14626,15323
14627,37984
14628,18240
14629,5645
14630,31047
14631,706
14632,2666
14633,94
14634,10036
14635,13485
14636,3920
14637,9722
14638,38574
14639,83107
14640,16091
14641,15681
14642,35124
14643,23521
14644,8154
14645,10192
14646,83107
14647,21953
14648,19757
14649,392
14650,6272
14651,16741
14652,19444
14653,51432
14654,6300
14655,5018
14656,22567
14657,706
14658,41055
14659,10000
14660,470
14661,18189
14662,6586
14663,314
14664,28222
14665,392
14666,15681
14667,37633
14668,54822
14669,6899
14670,25889
14671,20385
14672,16621
14673,13328
14674,17876
14675,44545
14676,10036
14677,2666
14678,12074
14679,392
14680,12231
14681,1725
14682,26510
14683,6272
14684,31988
14685,10381
14686,1568
14687,12800
14688,10976
14689,11133
14690,12544
14691,1725
14692,47377
14693,40769
14694,18660
14695,16465
14696,4547
14697,314
14698,8781
14699,14426
14700,627
14701,2200
14702,392
14703,82097
14704,8154
14705,17562
14706,60684
14707,549
14708,6586
14709,15681
14710,4234
14711,21500
14712,12858
14713,10976
14714,30
14715,6209
14716,9656
14717,34340
14718,3607
14719,7840
14720,15053
14721,18817
14722,26657
14723,19444
14724,8311
14725,6272
14726,66482
14727,17876
14728,21012
14729,3293
14730,31988
14731,37633
14732,32929
14733,15681
14734,1646
14735,1333
14736,251
14737,21012
14738,17158
14739,14834
14740,18817
14741,9252
14742,13642
14743,627
14744,15000
14745,48547
14746,16308
14747,10036
14748,48610
14749,23521
14750,89379
14751,20005
14752,17562
14753,7840
14754,13000
14755,15681
14756,7213
14757,11133
14758,10000
14759,48403
14760,25089
14761,41867
14762,28909
14763,5018
14764,15524
14765,9095
14766,706
14767,2509
14768,32744
14769,10976
14770,12074
14771,15053
14772,12000
14773,11604
14774,14426
14775,11447
14776,5018
14777,14269
14778,25205
14779,26657
14780,10349
14781,392
14782,45044
14783,38894
14784,29793
14785,30
14786,84675
14787,31361
14788,282
14789,80
14790,14700
14791,18531
14792,549
14793,18503
14794,21608
14795,20698
14796,34497
14797,52959
14798,40769
14799,15367
14800,2038
14801,10349
14802,5331
14803,23521
14804,862
14805,18817
14806,10349
14807,9408
14808,20385
14809,51272
14810,2509
